#{"t_start": 1780823610.8346288, "env_id": "None"}
r,l,t
0.872819,23,813.61294
0.668806,27,813.662999
3.958281,17,813.692737
2.84019,16,813.720717
1.17129,30,813.779128
2.976881,11,813.798208
2.976434,20,813.834741
3.762169,23,813.876157
4.111925,23,813.92062
3.115607,30,813.973026
4.327991,25,814.019886
3.216899,30,814.072982
4.147709,21,814.111385
4.297959,22,814.151459
2.852039,22,814.189204
3.172651,30,814.245142
2.540864,27,814.296343
0.05647,22,814.333623
3.706557,28,814.38422
3.061788,30,814.438805
3.715416,17,814.470918
3.225866,30,814.523204
2.683646,30,814.579863
1.047396,30,814.633916
1.327736,30,814.692561
3.320662,30,814.746457
4.130149,24,814.788529
4.143864,18,814.823179
1.943035,25,814.869242
3.747392,20,814.904864
4.032029,21,814.942824
0.10764,30,815.002551
3.893985,18,815.034769
1.854808,30,815.092257
3.262698,30,815.146819
4.31904,27,815.196568
1.076483,30,815.255628
4.080112,30,815.306236
2.896793,14,815.333892
3.197001,30,815.386464
2.805461,18,815.421975
2.315691,20,815.459775
3.997368,27,815.509383
2.793658,30,815.564971
3.816555,27,815.61808
3.335209,30,815.672441
4.198015,28,815.724397
2.78502,17,815.753626
3.423755,30,815.812898
3.218769,30,815.865634
4.212074,24,815.908738
3.853856,24,815.952823
1.271442,30,816.010604
2.829012,30,816.063268
0.937463,30,816.118521
1.654272,23,816.158604
1.204346,30,816.215174
2.286675,30,816.27129
2.696677,30,816.325684
-0.044935,30,816.380796
4.017391,29,816.435478
3.856349,30,816.488978
1.109223,30,816.543251
1.050732,30,816.593535
0.508258,27,816.645243
2.936115,30,816.701919
2.948924,15,816.728476
3.278991,30,816.785611
2.969866,30,816.841097
1.98057,26,816.892253
0.432076,30,816.941183
1.594598,18,816.975358
4.271756,14,817.002211
4.192591,26,817.051402
3.729926,22,817.089451
4.085179,24,817.132606
3.805144,17,817.17036
2.856448,12,817.191045
1.970774,16,817.22245
2.625755,15,817.247242
4.233482,19,817.284897
3.918617,28,817.336489
-0.517969,17,817.36546
-1.293802,18,817.397964
2.718866,20,817.436939
2.814763,30,817.492556
4.089325,15,817.519386
3.89823,30,817.575013
3.034576,16,817.604607
3.972016,26,817.651919
3.022974,30,817.706686
2.054518,21,817.744271
3.888023,30,817.80609
4.138633,22,817.848944
3.398502,30,817.90028
3.118933,30,817.957081
3.057135,30,818.014177
3.279117,30,818.068474
0.069781,30,818.121552
4.40312,21,818.160395
4.133376,20,818.19776
1.02942,20,818.232909
4.069272,19,818.265903
3.091992,16,818.293841
3.602974,20,818.331479
3.595107,29,818.385462
2.907679,11,818.404854
3.720687,25,818.455954
3.238516,30,818.510332
1.337357,30,818.566264
2.965409,30,818.619955
3.966935,20,818.655563
1.049775,15,818.684635
1.281757,14,818.707563
4.194249,16,818.737372
4.17845,24,818.779932
0.992345,30,818.837795
2.862416,30,818.889333
1.353359,13,818.915318
2.543732,30,818.96623
-5.110481,30,819.021211
0.033949,30,819.073452
0.894966,30,819.129609
3.342105,14,819.152222
2.121788,26,819.203719
2.936903,30,819.255612
-1.032987,21,819.293496
2.551064,30,819.347545
3.114017,16,819.378442
3.311036,30,819.429988
3.35965,30,819.4855
3.817165,30,819.537381
4.294758,25,819.586144
4.170588,30,819.642395
-0.752786,30,819.697013
3.835699,25,819.741105
3.926242,21,819.78174
0.139444,23,819.824029
3.355149,30,819.877496
3.236648,30,819.933738
1.191124,12,819.959252
4.366481,23,820.000531
1.241792,30,820.051091
2.675429,28,820.101916
2.546141,9,820.118122
3.27864,30,820.173939
3.101687,26,820.217969
2.600949,30,820.273375
3.974633,28,820.329137
3.859885,16,820.357329
4.118351,21,820.392807
1.022713,30,820.4478
3.365681,30,820.503766
3.946957,20,820.539694
4.290881,17,820.571155
4.35667,30,820.625279
2.924244,30,820.677835
4.385116,26,820.727822
0.797513,30,820.77983
0.654441,30,820.833094
2.82258,22,820.871389
3.681494,20,820.908913
4.153416,26,820.959236
2.945594,27,821.007576
2.596779,25,821.052762
2.460535,30,821.104996
3.678564,27,821.153829
1.595118,27,821.201633
0.996819,30,821.255754
4.169861,29,821.3079
3.01651,30,821.362334
2.571665,30,821.418287
-0.053638,16,821.448461
4.179398,24,821.490488
2.890613,30,821.542673
1.148202,30,821.595606
4.146243,26,821.643677
4.313602,23,821.684608
2.957567,11,821.704393
2.101476,25,821.748998
2.863179,30,821.802589
3.386075,30,821.857399
3.07765,30,821.909675
0.738322,30,821.968543
3.157019,30,822.023978
3.890447,14,822.050688
3.358034,30,822.102946
2.174778,22,822.144718
2.713408,17,822.176212
4.084791,26,822.224658
3.709283,14,822.248686
3.928439,30,822.302125
4.155424,21,822.339602
0.880072,17,822.36829
3.207882,30,822.42341
3.162428,30,822.473974
4.11655,17,822.506869
3.749944,15,822.535091
3.175162,30,822.589281
1.973263,30,822.641058
1.57908,17,822.67096
3.437494,30,822.726345
2.871218,23,822.770275
4.243647,20,822.805845
3.969212,16,822.835231
3.514551,26,822.879886
3.722703,15,822.907548
4.364318,24,822.949858
-1.651803,30,823.003658
3.183415,17,823.035487
4.024086,16,823.065527
0.890495,30,823.115716
0.998206,21,823.151694
3.1369,30,823.207777
4.307086,21,823.243548
3.361257,30,823.299329
0.589686,30,823.351369
3.518359,19,823.388088
2.137949,23,823.42806
1.388198,30,823.479515
4.306117,16,823.511045
0.968227,20,823.548109
1.223931,30,823.603007
2.525127,24,823.644185
3.451555,30,823.697772
3.133496,30,823.75117
3.101023,28,823.80195
4.164509,19,823.832946
2.997087,16,823.863317
2.242506,30,823.917512
4.322608,20,823.953245
3.891882,20,823.988762
4.040218,14,824.015299
1.388585,30,824.069392
2.760028,30,824.121299
4.323634,18,824.154654
1.502732,27,824.20531
2.888771,20,824.239702
3.624022,22,824.277782
1.860788,14,824.304661
0.774407,18,824.350567
3.302477,30,824.418289
2.879502,30,824.470097
2.8731,19,824.504444
2.474708,30,824.561247
4.269723,18,824.593807
3.752648,17,824.624912
0.932188,30,824.678644
0.887611,30,824.732917
2.551775,30,824.784918
4.172824,27,824.830398
1.195094,30,824.884658
3.059858,16,824.913494
0.753514,30,824.968927
4.236934,25,825.014212
3.346685,30,825.065768
4.10459,28,825.1161
2.662,14,825.143632
2.821832,15,825.170525
4.091944,25,825.213923
4.340772,30,825.2658
2.330805,22,825.306208
4.170605,17,825.336616
3.054622,18,825.366738
3.167069,30,825.424231
3.100444,30,825.477114
2.915676,18,825.51016
3.148537,16,825.539178
2.368119,21,825.577775
2.954302,17,825.608105
3.383246,30,825.661767
3.073693,30,825.713014
-0.635545,26,825.761318
1.213153,30,825.812346
3.287267,30,825.864175
4.14656,24,825.905925
1.907559,22,825.946948
0.19743,30,826.002841
2.241276,22,826.03974
1.92204,19,826.075476
2.968732,15,826.10657
4.169397,30,826.160968
3.276231,30,826.217383
3.094691,15,826.247057
3.22642,30,826.304333
2.19024,17,826.334092
2.999967,13,826.357601
2.970914,17,826.386194
2.75437,16,826.4176
3.094162,30,826.470276
-1.243809,15,826.496705
2.927674,13,826.518875
4.382049,25,826.56859
3.006418,12,826.589851
2.498035,25,826.634675
1.151788,30,826.687883
-1.259832,23,826.730317
-0.007856,30,826.783996
2.634552,21,826.8189
2.441692,10,826.835006
3.016565,30,826.892364
3.932107,20,826.926809
1.297411,30,826.978179
4.185837,15,827.005577
1.348255,30,827.063602
-1.048153,23,827.100906
3.122873,30,827.153467
3.472665,28,827.203786
4.316115,27,827.253311
3.299107,30,827.304965
1.883428,30,827.358896
2.437003,28,827.407948
0.035347,30,827.458541
1.597415,24,827.500497
3.441385,14,827.527485
2.699232,21,827.56176
4.262098,16,827.591926
4.163117,22,827.631661
3.049568,30,827.687993
3.026848,30,827.737117
3.852864,28,827.79196
2.078913,30,827.850636
4.014403,20,827.885997
2.893264,16,827.912954
4.410016,29,827.96672
1.420468,30,828.017466
1.388641,30,828.068229
0.079057,30,828.121579
4.125906,28,828.175065
3.309002,30,828.224587
2.793154,24,828.267654
1.993605,16,828.297194
3.957347,22,828.339235
2.074513,26,828.382841
0.691855,13,828.404076
3.215895,30,828.458619
2.198511,16,828.48917
3.256804,30,828.54125
0.030189,19,828.574708
1.187951,30,828.629544
3.367029,30,828.688675
0.933136,30,828.745413
1.224656,30,828.805393
4.009046,16,828.835264
4.273961,20,828.8759
-0.759748,30,828.934834
3.264486,30,828.99135
2.88219,17,829.025331
2.367823,28,829.084285
2.939343,13,829.111835
1.721044,29,829.168707
3.237879,30,829.222293
1.35265,30,829.279577
4.288234,29,829.331961
4.106324,17,829.361626
3.851611,20,829.395857
3.292554,30,829.456789
4.156943,26,829.500815
4.197478,21,829.539958
2.941932,23,829.579321
3.304211,30,829.660282
3.257722,30,829.764182
1.162643,30,829.871425
2.017114,30,829.963363
3.826075,24,830.031304
2.76028,12,830.05492
2.632302,30,830.110923
2.902502,30,830.164125
2.105781,23,830.208093
4.443339,18,830.241035
-1.74426,15,830.265388
4.30797,25,830.311454
1.518499,12,830.33561
-0.258271,30,830.388558
2.146383,26,830.436316
3.298631,30,830.488545
2.10981,30,830.542518
3.356042,30,830.59901
2.962033,30,830.681458
0.745502,24,830.747992
3.226756,30,830.829704
3.275006,19,830.88683
1.404785,30,830.969273
4.420242,25,831.031549
1.163644,28,831.087848
3.375431,30,831.141572
4.067326,23,831.187357
3.465877,13,831.209905
3.167601,20,831.247133
2.923726,22,831.288144
3.003939,22,831.325674
2.931249,21,831.361435
3.287533,30,831.419229
3.162706,30,831.474021
1.772632,30,831.529986
4.026258,20,831.563429
4.128409,23,831.60896
3.863155,20,831.646232
4.321194,23,831.68508
0.913117,17,831.716472
4.400795,30,831.773423
3.906828,24,831.817315
2.132874,24,831.860267
1.052952,16,831.888366
3.113307,30,831.943717
1.051449,28,831.995638
2.776235,18,832.028881
1.763235,29,832.078166
2.712275,30,832.135485
4.361178,25,832.179272
3.127664,30,832.231728
3.030261,18,832.263401
2.264887,19,832.30278
4.274024,24,832.348402
3.363819,30,832.399763
2.049323,22,832.440773
2.7818,30,832.49819
3.329496,30,832.553423
3.848557,30,832.615156
2.388754,14,832.655247
4.167893,29,832.740004
1.994649,30,832.820189
2.800037,16,832.855509
3.39593,30,832.91174
1.290534,30,832.9681
-0.246159,30,833.021715
2.15273,20,833.056898
3.868456,26,833.107967
1.199168,30,833.168207
3.344234,30,833.22239
4.056022,22,833.260132
4.131432,13,833.283674
3.368988,30,833.338508
3.142516,30,833.393409
4.412966,29,833.448766
4.099178,18,833.478389
0.601665,13,833.502947
3.015949,17,833.535886
2.719648,15,833.560555
3.314043,30,833.615536
2.048941,23,833.659285
2.670714,20,833.695244
4.227593,17,833.724644
3.880947,20,833.760302
2.623145,30,833.815578
4.000647,29,833.868069
4.024498,26,833.913728
-0.065861,30,833.96937
4.081629,18,834.002502
3.265777,30,834.055392
3.228553,30,834.108943
4.334929,18,834.144121
3.781293,22,834.183462
4.171161,13,834.206028
3.193325,26,834.253219
3.295396,30,834.305157
2.088654,30,834.360992
3.04511,30,834.415012
3.118016,30,834.470001
1.079442,30,834.524657
2.706124,11,834.546445
3.077187,30,834.60861
3.928508,14,834.633156
2.077485,16,834.662704
1.696678,15,834.692253
2.481718,30,834.745234
3.978907,27,834.793722
3.738843,19,834.827982
4.022109,21,834.867184
2.564457,15,834.894971
2.990269,30,834.94795
3.499711,21,834.986122
1.12796,30,835.040698
3.041845,30,835.094589
1.954784,30,835.144986
4.165184,29,835.193159
3.785581,25,835.240901
4.23555,25,835.285537
3.658011,24,835.324627
2.042046,17,835.353157
3.118302,30,835.409629
2.128946,30,835.459992
2.862422,15,835.488257
2.930852,19,835.520853
4.14166,18,835.552785
3.475112,20,835.587008
4.046499,17,835.616694
3.884894,20,835.653855
3.573134,16,835.683434
3.949917,22,835.724116
4.014023,17,835.753399
1.951989,23,835.793402
4.134463,23,835.838166
3.961747,27,835.883666
3.138399,30,835.936192
3.268725,30,835.986649
3.219958,30,836.044857
1.182397,30,836.098836
2.147341,26,836.144674
2.060831,19,836.178245
3.231138,30,836.232662
3.761768,21,836.270997
1.625836,30,836.327153
3.257298,30,836.377737
0.455983,13,836.404386
2.7829,24,836.448016
1.442399,30,836.500793
3.088824,30,836.553444
4.332286,28,836.609926
4.26102,24,836.65426
4.187594,21,836.692186
2.27517,30,836.744642
2.776422,18,836.787591
4.118785,22,836.833243
4.323411,22,836.8765
3.293002,30,836.930111
1.938488,20,836.970912
-2.543979,12,836.991879
2.881965,29,837.046843
2.825524,30,837.100403
2.875789,23,837.143343
3.977102,20,837.18074
1.60446,21,837.218969
2.47816,16,837.246056
0.346322,22,837.28716
4.074842,17,837.315717
3.357519,30,837.368378
3.636501,21,837.406816
4.137,29,837.461539
3.341637,30,837.515867
3.409587,30,837.571477
1.71698,19,837.60504
1.538492,15,837.630347
2.899829,26,837.679113
1.888466,30,837.732349
3.282308,30,837.789453
0.935686,16,837.822831
4.327109,20,837.862195
2.782684,30,837.913231
3.33486,30,837.969172
2.134413,21,838.009243
3.003851,30,838.061022
3.441692,30,838.110413
0.452923,30,838.167707
0.94973,30,838.220849
4.284453,27,838.270285
3.606862,27,838.318828
3.682536,19,838.351084
3.31645,30,838.411179
3.058435,20,838.44886
1.547223,17,838.477707
1.507171,20,838.513859
3.153188,30,838.570289
3.129273,30,838.621105
4.142479,17,838.651665
3.230967,30,838.705948
3.087117,30,838.7653
3.261456,30,838.822441
2.962568,30,838.873397
3.631327,19,838.907264
2.709839,30,838.968035
1.624531,17,839.00019
4.136876,30,839.06248
3.705426,18,839.098344
-0.878421,30,839.15395
3.922838,28,839.206829
1.281732,30,839.260816
2.868281,12,839.282112
2.939438,12,839.305077
2.036034,27,839.355148
0.150536,17,839.38541
4.164463,30,839.437248
4.052287,30,839.498017
2.098359,15,839.526523
0.92899,18,839.555408
1.147124,30,839.612274
2.821064,30,839.664966
4.095481,25,839.708603
3.347553,30,839.767368
3.451585,23,839.809779
0.930595,15,839.83474
1.950672,19,839.868854
3.352,30,839.923823
4.409213,26,839.966738
3.016684,30,840.023175
3.903296,27,840.067856
3.042924,30,840.122796
3.89157,19,840.156223
2.85504,21,840.194706
1.283352,30,840.247834
2.396102,27,840.293603
0.791872,23,840.333974
2.659573,30,840.388173
3.271189,30,840.444172
3.07981,16,840.471839
2.675496,30,840.522376
3.340684,16,840.551804
1.919354,30,840.610183
4.215925,21,840.649673
4.346504,17,840.678493
3.941928,24,840.724856
0.139345,17,840.756402
3.899114,27,840.804029
2.685861,27,840.853885
4.10398,22,840.897391
-2.118281,30,840.952351
1.273125,30,841.008468
2.582689,20,841.043835
4.144706,21,841.083783
0.396432,17,841.112878
3.01868,30,841.167755
3.221912,30,841.21924
2.566718,30,841.276014
1.132963,15,841.300918
3.00607,18,841.334964
1.732824,30,841.386823
4.415085,19,841.421924
2.64434,30,841.476009
1.218018,30,841.530633
3.552413,26,841.575729
3.65077,18,841.607654
1.196727,30,841.662685
1.438269,19,841.695853
4.082893,26,841.742263
3.319833,30,841.796693
2.932531,30,841.851326
2.945629,16,841.879354
-2.392631,30,841.931253
0.913394,30,841.991153
3.209824,30,842.044544
3.100505,30,842.098528
4.271512,19,842.133922
3.658995,19,842.167892
1.678126,26,842.216729
-0.726892,30,842.267551
4.063536,26,842.313793
-2.224673,30,842.365109
3.019718,22,842.404226
4.015395,27,842.45514
2.246845,21,842.491917
3.063777,13,842.515738
1.336055,30,842.57071
4.296469,19,842.603351
2.729772,30,842.661628
3.596769,15,842.690853
-1.188572,30,842.742987
3.304124,30,842.802212
3.596072,22,842.839647
3.260548,30,842.896603
3.017255,30,842.949984
3.173526,30,843.005718
2.992804,19,843.036084
3.303877,30,843.093999
3.817793,26,843.139411
2.953749,12,843.16118
3.214814,22,843.200456
3.373549,30,843.254162
4.223177,18,843.289502
3.692944,26,843.335414
2.247875,30,843.388443
2.371877,16,843.418197
2.126614,30,843.47265
2.76993,22,843.513095
3.2673,30,843.56354
3.708701,15,843.593219
4.351709,15,843.623807
-1.035749,20,843.659109
3.839811,27,843.708787
3.0014,15,843.736465
2.885881,30,843.793063
2.578113,19,843.826837
3.083596,22,843.864304
3.847757,15,843.894947
2.884968,11,843.914857
2.912003,12,843.940795
3.28148,30,843.995663
2.119572,15,844.025428
3.210481,30,844.082415
2.972432,30,844.139209
0.964892,30,844.190786
3.249856,30,844.248391
3.132574,19,844.283466
4.24458,26,844.329563
3.456971,27,844.377297
0.027146,30,844.430062
3.359893,30,844.486569
-2.300015,28,844.537809
3.252606,30,844.591929
3.26636,30,844.658294
0.725904,21,844.696139
1.269347,30,844.751058
0.265733,30,844.802526
2.997308,14,844.831017
2.805905,17,844.862525
3.040828,30,844.916873
3.087457,15,844.944805
3.379445,30,845.004142
0.521851,30,845.058085
4.193816,28,845.107881
4.016908,20,845.144492
3.821633,20,845.182368
3.918377,25,845.228961
3.272286,24,845.273496
3.894446,12,845.29618
3.764436,14,845.324822
0.057452,23,845.36741
2.843089,30,845.420009
2.108894,26,845.467201
3.869231,19,845.504061
2.87307,30,845.558773
2.743518,25,845.605395
4.088399,30,845.661401
3.144238,30,845.716934
1.696103,12,845.739853
3.979668,27,845.787676
0.773018,30,845.843677
3.239366,30,845.902061
3.055799,30,845.953966
2.025654,30,846.007985
3.444267,26,846.052541
4.310581,22,846.097906
2.92149,30,846.150288
4.144591,17,846.1824
3.473929,30,846.234802
-0.814858,30,846.2903
2.862087,27,846.338054
4.137234,25,846.384921
-1.211476,16,846.412561
1.710045,30,846.467909
3.604342,15,846.496282
3.297674,30,846.550151
