#{"t_start": 1780823610.8346288, "env_id": "None"}
r,l,t
1.271445,30,1383.850804
3.158921,30,1383.908782
4.340726,19,1383.940851
4.049764,29,1383.997411
3.860745,28,1384.048774
3.41877,30,1384.103197
3.282081,30,1384.158321
3.273767,30,1384.215239
2.324011,12,1384.235307
2.477918,30,1384.290556
3.064783,30,1384.344655
3.136808,30,1384.401388
3.902215,30,1384.45629
2.689414,30,1384.512167
1.435566,30,1384.563134
2.821814,30,1384.628722
3.399844,30,1384.682911
3.344879,30,1384.741047
3.271355,30,1384.792788
3.240645,30,1384.851955
3.279423,30,1384.904999
3.813183,22,1384.946984
3.209333,30,1385.001082
3.604666,27,1385.054541
3.40875,30,1385.109146
3.415448,30,1385.166044
3.259148,30,1385.221606
4.247103,29,1385.276699
3.375666,30,1385.33316
0.925217,24,1385.377199
3.28907,30,1385.435891
4.261264,23,1385.477379
2.922942,30,1385.535595
3.91419,17,1385.563481
3.403114,30,1385.620226
3.098709,30,1385.67565
3.347634,30,1385.730344
3.374749,30,1385.783999
3.973698,26,1385.832406
3.265738,30,1385.890501
3.236239,30,1385.948271
3.330823,30,1386.002398
3.103098,30,1386.059913
3.358883,30,1386.142346
4.121759,23,1386.187459
3.699144,27,1386.237563
3.637983,26,1386.282853
3.308107,30,1386.345205
3.324611,30,1386.400352
3.251725,30,1386.459018
3.273055,30,1386.511355
4.388187,20,1386.550665
2.860597,30,1386.60637
3.3914,18,1386.636798
3.278572,30,1386.692856
3.288943,30,1386.749303
3.274292,30,1386.805033
1.854361,26,1386.850355
3.355707,30,1386.906513
2.779462,30,1386.963024
3.206998,30,1387.022504
3.405469,30,1387.0752
4.202378,17,1387.106306
3.007946,12,1387.130489
3.280189,30,1387.18655
3.22471,30,1387.238219
1.172183,30,1387.2935
3.391162,30,1387.350018
4.294555,14,1387.378962
1.526708,17,1387.4089
3.401885,30,1387.465284
2.180398,30,1387.523099
3.209139,30,1387.578248
3.034332,30,1387.630843
3.163958,30,1387.68561
3.10126,30,1387.742146
3.219668,30,1387.801047
3.074208,30,1387.855941
3.307967,30,1387.912353
3.317374,30,1387.96962
4.229035,20,1388.010399
2.278553,30,1388.065441
3.097033,30,1388.118054
1.880744,30,1388.176268
4.101799,22,1388.215107
1.509637,15,1388.240702
3.699631,29,1388.291608
3.171087,30,1388.349009
3.398689,30,1388.402727
3.283727,30,1388.460476
3.123028,30,1388.51418
1.055761,30,1388.573545
1.766761,12,1388.59566
3.244172,30,1388.649339
3.219718,30,1388.705864
3.894778,28,1388.75673
0.884922,16,1388.785848
3.380102,30,1388.839585
3.295939,30,1388.89756
3.96876,30,1388.954964
4.115484,13,1388.97912
4.255151,15,1389.007801
2.833235,30,1389.066887
3.154947,30,1389.121899
1.010978,30,1389.179375
3.353438,30,1389.233917
3.17434,30,1389.289667
3.201597,30,1389.345629
2.89733,14,1389.373149
3.129428,30,1389.427286
4.089361,12,1389.449188
3.044619,30,1389.508215
2.907719,16,1389.538339
3.387006,23,1389.578645
3.31878,30,1389.632695
2.506306,30,1389.68867
3.986146,25,1389.737049
3.241131,30,1389.789887
1.982314,14,1389.816309
1.11328,30,1389.873185
4.219782,18,1389.908516
4.260954,22,1389.948819
3.353304,30,1390.006474
3.713224,28,1390.06122
2.030413,28,1390.113176
4.214404,20,1390.149363
3.290738,30,1390.201954
1.656812,30,1390.2611
3.318177,30,1390.316142
4.263485,20,1390.3527
3.18085,30,1390.407475
3.267411,30,1390.465003
4.18314,22,1390.507512
3.226675,30,1390.558184
1.369712,11,1390.580055
3.223379,30,1390.635369
3.338863,30,1390.69103
3.194313,30,1390.742663
3.186152,30,1390.797787
3.562294,26,1390.844656
3.952701,17,1390.878624
1.380325,30,1390.932841
3.200915,30,1390.988684
4.154456,22,1391.02926
3.419094,30,1391.085133
3.904989,27,1391.135133
3.194762,30,1391.191456
4.336945,19,1391.228094
4.002589,26,1391.274308
3.272335,30,1391.329114
3.982642,23,1391.370754
2.954978,30,1391.431275
2.285701,17,1391.462565
3.376789,30,1391.519103
3.410519,30,1391.575568
3.387255,30,1391.635279
2.70636,23,1391.675805
3.257842,30,1391.732638
3.366941,30,1391.788237
4.241487,28,1391.845401
4.331387,24,1391.890874
3.360502,30,1391.947944
3.113444,30,1392.002502
4.209792,22,1392.047313
4.125772,18,1392.078793
2.961371,17,1392.113639
3.214341,30,1392.171467
3.099017,30,1392.229753
3.292665,30,1392.284253
4.169836,29,1392.335169
3.457679,30,1392.390893
3.072204,15,1392.421055
3.169417,30,1392.477311
4.094678,15,1392.506291
3.06268,30,1392.55932
3.482815,19,1392.596696
2.911776,30,1392.655531
4.19639,28,1392.706751
2.89935,12,1392.727547
4.713057,27,1392.777728
3.947603,16,1392.807413
3.378432,30,1392.865541
3.208959,30,1392.918939
3.361468,30,1392.980007
2.790768,22,1393.021048
3.062691,30,1393.077493
3.204466,30,1393.13373
3.179781,30,1393.195813
2.972955,21,1393.23549
3.099852,20,1393.272948
2.779166,30,1393.329962
2.852025,22,1393.369853
3.394736,30,1393.428232
3.175945,30,1393.48318
4.16523,24,1393.529572
3.135914,30,1393.589087
3.381452,30,1393.642187
2.670357,30,1393.701273
2.375426,21,1393.738703
3.408397,30,1393.795644
3.134775,30,1393.853366
3.209107,30,1393.908232
3.731985,15,1393.936566
1.026073,14,1393.964751
4.178993,22,1394.008374
-0.093718,30,1394.065437
3.715938,23,1394.105525
3.51176,12,1394.128409
3.070397,30,1394.188123
3.422158,17,1394.219162
3.715836,17,1394.250316
3.056358,30,1394.311446
3.318997,30,1394.364752
4.105703,27,1394.415317
4.295752,19,1394.44962
3.579305,29,1394.505917
4.005876,25,1394.550281
2.957428,30,1394.60342
3.117877,30,1394.659015
3.232464,30,1394.717024
3.326816,30,1394.769412
2.631625,24,1394.813256
2.973873,11,1394.833167
2.787583,24,1394.876934
3.266811,30,1394.933827
3.879554,29,1394.985916
4.094289,17,1395.017265
2.709542,17,1395.048184
3.40334,30,1395.104658
2.722924,30,1395.156523
4.137282,15,1395.19395
4.137965,15,1395.237611
3.087952,30,1395.296438
2.684009,30,1395.352359
4.201986,27,1395.401812
3.290235,30,1395.459307
4.049236,15,1395.487866
4.036769,15,1395.514676
3.380659,30,1395.569887
3.165644,30,1395.629102
3.078875,11,1395.64671
3.438442,30,1395.702644
2.01381,30,1395.754809
3.241364,30,1395.81187
4.420127,23,1395.855308
3.385294,30,1395.908511
2.644617,30,1395.962842
3.256926,30,1396.019956
3.234356,30,1396.0759
1.975443,16,1396.105577
3.973754,25,1396.150165
3.032403,30,1396.206193
3.387343,30,1396.263718
3.285445,30,1396.316303
3.415094,30,1396.373871
3.18443,30,1396.430413
3.145303,30,1396.485741
3.489269,28,1396.536673
3.172992,30,1396.590239
2.969798,30,1396.648513
3.064523,22,1396.686408
3.003549,30,1396.742059
4.089576,23,1396.783825
3.453805,15,1396.809575
3.714529,23,1396.854307
3.166497,30,1396.908704
2.928009,26,1396.962328
2.926727,29,1397.027293
3.548328,20,1397.065336
2.929968,30,1397.121817
3.257863,30,1397.177152
0.116341,30,1397.235131
3.249068,30,1397.289365
4.294721,15,1397.317351
3.324792,30,1397.372581
1.90088,30,1397.426584
4.062022,23,1397.469212
1.33137,30,1397.521223
2.89171,15,1397.548753
2.957753,19,1397.588383
2.050591,30,1397.642802
4.325688,21,1397.681229
3.938876,15,1397.707801
3.363766,30,1397.766742
2.915683,16,1397.796783
3.288358,30,1397.85164
3.725665,16,1397.878769
3.3469,30,1397.937729
1.851059,26,1397.984696
-1.957359,30,1398.041504
3.53084,13,1398.065377
4.190129,15,1398.095297
4.125362,16,1398.124928
3.283136,30,1398.179879
3.965608,21,1398.220801
4.364264,14,1398.246396
3.233318,30,1398.302948
4.104061,25,1398.347229
3.295211,30,1398.39978
4.105099,16,1398.431382
3.405442,17,1398.463753
2.629851,29,1398.514427
1.307325,30,1398.569017
3.193896,30,1398.627228
3.106193,18,1398.65839
3.425638,30,1398.712716
3.267651,30,1398.765602
3.360559,30,1398.824854
4.12517,20,1398.863249
4.167857,22,1398.901757
4.125703,21,1398.940275
2.939699,12,1398.962497
4.094715,29,1399.017354
3.189921,30,1399.070286
3.311294,30,1399.125416
3.247117,30,1399.181733
3.410529,30,1399.239045
3.165669,30,1399.291996
3.030642,16,1399.32124
3.354544,30,1399.379857
3.120165,11,1399.400037
3.374051,30,1399.454156
3.27263,30,1399.508304
3.011033,30,1399.562806
3.408418,30,1399.619426
3.309668,30,1399.674136
4.191534,18,1399.709256
4.252182,26,1399.75726
3.363676,30,1399.814378
4.089172,27,1399.85998
3.120342,30,1399.915384
3.445398,30,1399.971679
3.013209,30,1400.028571
3.323216,30,1400.084028
4.403146,29,1400.141628
4.327957,22,1400.183619
1.832909,30,1400.240674
0.189964,30,1400.295835
3.188817,30,1400.351357
3.230416,30,1400.406895
4.341435,16,1400.437015
3.257312,30,1400.492686
1.264929,30,1400.546983
4.060041,21,1400.589968
3.345164,30,1400.648082
3.391286,30,1400.702237
3.399891,30,1400.757415
3.365389,30,1400.814992
4.117002,28,1400.867812
4.211756,27,1400.917261
3.91752,24,1400.96128
3.914292,23,1401.007317
3.190761,30,1401.063996
4.006359,26,1401.1209
3.173734,30,1401.18037
3.16432,30,1401.238868
3.435667,30,1401.29362
3.400044,30,1401.348994
4.167415,15,1401.376821
-0.772306,30,1401.431932
3.365355,30,1401.487901
3.051706,20,1401.524691
1.721647,20,1401.560804
3.050263,30,1401.617791
3.116392,30,1401.673478
3.392053,30,1401.726589
3.909429,24,1401.772858
4.029758,18,1401.808602
3.414733,30,1401.863983
4.315728,19,1401.898611
1.934041,30,1401.951258
3.914563,23,1401.994918
1.989305,30,1402.053437
3.090562,30,1402.106177
3.338995,30,1402.16205
4.314503,20,1402.199223
2.961081,14,1402.223978
3.045271,30,1402.277578
2.967188,26,1402.321527
3.926657,23,1402.365048
4.409611,21,1402.403548
2.101994,26,1402.44982
3.223084,30,1402.502902
3.39997,30,1402.560076
3.062693,30,1402.614748
4.310244,22,1402.655405
1.415025,30,1402.70841
3.322911,30,1402.765345
1.390524,30,1402.822281
4.169763,16,1402.850926
3.957567,27,1402.900938
3.408299,30,1402.955708
3.202569,30,1403.013702
3.381662,30,1403.068711
2.068609,19,1403.105205
3.890733,28,1403.158158
3.165921,30,1403.2138
3.722007,27,1403.261212
1.602864,20,1403.296088
3.351938,30,1403.355136
3.221444,30,1403.408216
3.408674,30,1403.467058
3.276549,30,1403.518955
4.278897,22,1403.562748
4.185792,26,1403.610502
4.353678,24,1403.654852
4.326333,21,1403.69512
3.299167,30,1403.74947
4.192324,22,1403.790696
3.407471,30,1403.848657
3.767113,14,1403.873678
4.083977,19,1403.907101
3.372548,30,1403.963534
1.913661,29,1404.017064
3.324862,30,1404.073669
3.356092,30,1404.129765
3.100925,30,1404.186498
3.287579,30,1404.240482
1.754562,30,1404.297783
0.88162,30,1404.356481
4.275126,14,1404.385481
4.193774,12,1404.40754
3.401911,14,1404.432464
0.991619,30,1404.490204
3.102491,19,1404.523232
3.217674,18,1404.557391
2.201019,30,1404.613196
3.340812,30,1404.689432
3.37782,30,1404.74828
3.314888,30,1404.806706
3.332313,30,1404.862679
4.216087,21,1404.907041
3.817876,26,1404.956884
3.117319,30,1405.01665
3.966126,26,1405.063684
2.122505,30,1405.124784
3.434928,30,1405.180536
4.100173,17,1405.218004
3.145382,30,1405.274926
4.269558,19,1405.31392
3.368124,30,1405.369473
3.27422,30,1405.425598
4.24007,23,1405.466956
3.294053,30,1405.526632
4.097357,26,1405.575389
1.969715,30,1405.632125
3.722154,22,1405.671426
3.389237,30,1405.733515
3.426619,30,1405.78801
3.367693,30,1405.844524
1.210187,30,1405.897561
3.375274,30,1405.958244
3.206577,30,1406.014186
4.245931,15,1406.04227
4.027523,12,1406.065599
4.020916,20,1406.105282
3.365332,30,1406.162323
4.279467,22,1406.200917
1.41274,30,1406.25949
4.172375,18,1406.295031
3.063605,30,1406.352551
2.960148,30,1406.405534
2.898496,21,1406.445625
3.087069,17,1406.481306
3.437874,30,1406.539513
3.155574,30,1406.598798
3.122609,30,1406.655164
1.325545,30,1406.716252
3.273065,16,1406.747195
3.386329,30,1406.801514
3.1647,30,1406.858438
1.405833,30,1406.916427
2.090221,30,1406.975263
3.319432,30,1407.030132
3.213364,30,1407.087017
3.097287,30,1407.145569
3.43034,30,1407.203141
2.470626,24,1407.249973
4.212131,19,1407.282387
3.613496,25,1407.333107
3.887572,21,1407.37255
4.233982,21,1407.410525
2.754325,21,1407.448351
1.340482,30,1407.50999
3.406276,30,1407.566975
3.695247,16,1407.597027
3.118846,30,1407.654907
2.868706,12,1407.679548
2.932855,30,1407.736506
3.2606,30,1407.795932
3.321336,30,1407.855075
0.992863,30,1407.914196
3.079455,30,1407.968912
1.653719,30,1408.026751
3.061805,26,1408.073694
3.153649,30,1408.133032
0.063997,23,1408.175888
3.399732,30,1408.230541
4.42028,17,1408.260957
3.387285,30,1408.318125
3.284105,30,1408.373064
3.395796,30,1408.428897
1.328781,30,1408.481502
1.901144,30,1408.542631
4.066168,27,1408.593023
3.405596,30,1408.648656
3.451896,11,1408.669757
1.738122,30,1408.72508
3.221567,30,1408.781756
0.085443,30,1408.83654
3.363321,30,1408.893923
4.194825,25,1408.942795
4.175597,19,1408.98034
3.15029,30,1409.034946
4.133293,24,1409.079548
3.2922,30,1409.143102
3.080023,15,1409.172755
3.40038,30,1409.227863
3.387119,30,1409.28656
1.789016,30,1409.34505
-0.598651,30,1409.402817
3.331905,30,1409.459341
3.263993,30,1409.516288
3.383149,30,1409.575093
3.27549,30,1409.631961
3.397182,30,1409.689765
3.384025,30,1409.748393
3.321798,30,1409.807467
2.234055,11,1409.829455
4.247319,20,1409.866179
1.335013,30,1409.921482
2.175993,30,1409.984375
3.948551,29,1410.039447
3.152158,30,1410.098616
3.211732,30,1410.155533
3.339415,30,1410.219066
-0.148127,30,1410.272642
1.231371,30,1410.328398
2.627635,26,1410.375978
4.249253,24,1410.423997
4.150895,22,1410.466901
3.316808,30,1410.52345
4.249055,18,1410.558568
1.090154,30,1410.61787
3.168948,30,1410.675816
4.217055,17,1410.707262
2.952623,30,1410.761461
0.596331,30,1410.820828
3.32209,30,1410.875937
3.291135,30,1410.933457
1.761689,11,1410.954233
3.302536,30,1411.012187
3.244525,16,1411.040405
1.000474,30,1411.099157
2.706363,18,1411.129621
3.225172,30,1411.189996
3.983502,25,1411.238414
0.440463,30,1411.291944
2.304328,26,1411.340886
3.403875,30,1411.397837
1.291579,30,1411.455723
2.119209,30,1411.509398
3.04188,30,1411.565228
1.038481,17,1411.597947
3.267509,30,1411.655431
3.400961,30,1411.708734
3.419787,30,1411.764849
3.449474,30,1411.823019
3.602333,21,1411.861692
3.29942,30,1411.918057
3.149212,30,1411.971128
2.967621,30,1412.031376
2.509489,30,1412.085219
3.391093,30,1412.143586
3.169532,24,1412.187542
4.065763,14,1412.215176
3.398472,30,1412.272181
3.324367,30,1412.325641
4.185465,24,1412.371006
3.086495,30,1412.429966
1.500603,13,1412.452466
3.287514,30,1412.511089
4.332477,16,1412.540785
3.09805,30,1412.595683
4.156399,16,1412.626171
3.026282,30,1412.68043
1.195459,30,1412.734538
4.207415,18,1412.770968
4.349685,27,1412.822507
4.23515,24,1412.86782
4.276228,17,1412.901655
3.261069,30,1412.958396
1.348822,30,1413.017487
3.263217,30,1413.072435
3.413179,30,1413.130224
3.324654,30,1413.188348
3.044764,20,1413.224932
3.303278,30,1413.280418
2.967738,30,1413.334915
3.184455,30,1413.394347
3.388397,30,1413.447715
2.959282,30,1413.506055
3.335619,30,1413.559711
3.386695,30,1413.620311
3.391255,30,1413.674385
3.37256,30,1413.734791
4.018662,28,1413.784999
4.335049,21,1413.826543
4.072225,19,1413.863087
4.029454,17,1413.893636
4.337972,17,1413.923595
3.15114,30,1413.982638
4.165387,19,1414.016957
3.890011,20,1414.055114
1.805055,30,1414.111787
4.019344,18,1414.146318
4.251824,24,1414.19164
3.305413,30,1414.24908
2.956699,30,1414.303108
3.394283,30,1414.386233
2.967421,14,1414.412521
2.515877,30,1414.470739
4.374608,19,1414.505496
2.223006,15,1414.53311
1.253592,30,1414.590181
3.350309,30,1414.643934
3.369882,30,1414.702946
3.225202,30,1414.759925
3.121717,30,1414.81578
4.079368,23,1414.858879
4.393088,21,1414.89621
3.394203,30,1414.950584
3.363522,30,1415.009166
3.325193,30,1415.065286
3.27485,30,1415.12082
3.246904,30,1415.180498
2.652598,30,1415.238749
3.039515,16,1415.270621
3.213259,30,1415.33062
3.244653,30,1415.391305
4.166495,18,1415.42569
1.224411,30,1415.485693
4.398543,26,1415.53457
3.401421,30,1415.59651
3.41581,30,1415.655075
2.648444,30,1415.714179
3.351885,30,1415.770733
3.276571,30,1415.834667
2.985916,10,1415.854569
3.982993,17,1415.888826
1.210129,30,1415.946816
2.897544,16,1415.980977
3.240198,30,1416.041399
3.915463,16,1416.070692
3.221599,30,1416.126019
3.401808,30,1416.188406
3.005427,30,1416.244171
3.369545,30,1416.30215
3.314039,30,1416.357409
3.956635,15,1416.388169
3.206351,30,1416.44439
2.161617,30,1416.503554
4.265534,20,1416.540045
3.758808,16,1416.572722
0.875557,22,1416.612099
2.915053,11,1416.633284
3.348173,30,1416.69067
4.219992,14,1416.716919
4.352986,21,1416.756496
2.990762,30,1416.814432
2.059402,29,1416.867655
1.604726,30,1416.927483
3.1491,30,1416.983316
3.366223,30,1417.040606
3.44125,30,1417.094288
2.093805,15,1417.122933
3.357011,30,1417.178645
4.177121,26,1417.228892
3.099888,30,1417.283637
3.250245,30,1417.342533
1.635177,30,1417.396528
3.301633,30,1417.454069
1.390568,30,1417.506963
3.233217,30,1417.564994
3.325369,30,1417.621886
3.330257,30,1417.676383
4.378723,23,1417.721523
3.393591,30,1417.77925
2.829143,19,1417.815485
3.379482,30,1417.870963
3.422102,30,1417.9277
4.232356,25,1417.976531
3.119284,30,1418.034059
3.302232,30,1418.088625
4.383506,26,1418.137794
3.403342,30,1418.1958
4.109458,25,1418.241363
3.265375,30,1418.299228
3.062639,30,1418.351623
3.214203,30,1418.410069
3.346181,30,1418.463981
3.363999,30,1418.520246
3.249057,30,1418.574062
4.398377,26,1418.626259
3.311141,30,1418.682837
1.909287,30,1418.754014
2.262419,19,1418.798491
3.973886,26,1418.859355
1.78991,30,1418.92928
2.967614,19,1418.970824
3.185026,30,1419.038262
3.390503,30,1419.105425
4.083752,20,1419.150703
2.11211,24,1419.197901
-0.635683,30,1419.25689
3.06427,30,1419.314932
3.24809,30,1419.373531
2.860286,25,1419.418571
3.123676,30,1419.476758
4.146372,17,1419.508463
2.898127,30,1419.562177
3.411055,30,1419.62004
3.315162,30,1419.67497
3.403921,30,1419.736782
3.224567,30,1419.792668
2.434029,21,1419.833197
3.070014,30,1419.888625
3.247276,30,1419.948255
3.132983,30,1420.003464
3.279393,30,1420.058805
3.318161,30,1420.11413
1.300004,30,1420.175282
4.196408,22,1420.214078
0.987168,30,1420.272205
3.285742,30,1420.327282
3.092866,30,1420.386898
3.670336,19,1420.420735
3.359791,30,1420.477692
2.99845,30,1420.531683
3.558007,26,1420.58399
3.091452,30,1420.638037
2.940063,30,1420.69578
1.536804,15,1420.723264
4.357285,17,1420.75626
3.275973,30,1420.811247
3.283731,30,1420.86843
2.996884,21,1420.908277
1.290976,30,1420.96537
1.967932,30,1421.021822
3.180358,30,1421.08007
4.119487,29,1421.133938
3.096644,30,1421.192837
3.3217,30,1421.252227
3.380125,30,1421.308135
4.16094,21,1421.349659
4.351457,26,1421.399355
3.355058,30,1421.456932
4.446019,18,1421.487884
4.324958,21,1421.527063
4.142026,18,1421.564821
3.404533,30,1421.623589
4.182907,27,1421.67566
3.335782,30,1421.735713
0.363674,22,1421.77662
3.265158,30,1421.835711
3.099598,30,1421.891923
2.879082,26,1421.939625
3.272305,30,1421.99653
4.240698,16,1422.026689
3.370884,30,1422.084797
3.928242,24,1422.129716
2.003144,30,1422.189801
2.90105,30,1422.247279
4.339604,15,1422.274135
3.360498,30,1422.332442
3.979148,15,1422.360924
3.306487,30,1422.417463
4.372732,14,1422.444222
4.252972,14,1422.470213
3.323951,30,1422.530629
4.246158,16,1422.560166
3.303259,30,1422.614768
3.192516,30,1422.671482
2.937063,11,1422.692031
4.051144,20,1422.729971
3.60658,16,1422.759726
3.365721,30,1422.819624
3.197912,30,1422.877107
4.124224,13,1422.903819
2.891792,30,1422.956759
4.338903,21,1422.994779
3.354686,30,1423.055794
3.97745,17,1423.086021
4.168243,16,1423.115412
4.16268,16,1423.146366
1.448464,20,1423.190933
-0.073486,30,1423.262573
4.366517,16,1423.300313
3.308506,30,1423.362139
3.413163,30,1423.439288
4.042635,24,1423.489057
3.363411,30,1423.544393
4.197432,15,1423.572628
3.361282,30,1423.629394
4.19183,30,1423.686161
4.044002,14,1423.712542
3.353947,30,1423.766887
3.852009,22,1423.810422
3.136316,30,1423.868209
2.766016,30,1423.92114
1.152968,30,1423.978931
4.361995,17,1424.011398
1.558592,30,1424.068461
4.020218,28,1424.121502
3.327679,30,1424.178228
1.211843,30,1424.234994
2.865119,30,1424.290468
3.281301,30,1424.348342
3.063533,30,1424.402471
4.306619,15,1424.433007
1.840371,29,1424.486637
3.415153,30,1424.613453
4.131629,12,1424.698304
3.913582,28,1424.848537
3.284979,30,1424.917863
3.17366,30,1424.979251
3.389637,30,1425.034469
4.143767,18,1425.071348
3.312932,30,1425.136331
3.206374,30,1425.194537
1.316004,30,1425.250394
4.344431,22,1425.296357
4.223335,16,1425.327208
3.150177,30,1425.386817
4.218887,26,1425.440618
4.31209,20,1425.485182
3.302845,30,1425.540398
1.127772,30,1425.595145
3.195333,30,1425.653692
3.685312,14,1425.684055
3.444591,30,1425.747719
1.877519,30,1425.823372
3.197248,30,1425.891608
1.369423,30,1425.965118
3.104983,16,1425.997056
3.316855,30,1426.054201
-5.961492,30,1426.11154
4.24681,22,1426.152236
0.771682,13,1426.176095
1.069804,30,1426.236245
3.976263,18,1426.270144
4.180369,18,1426.307148
1.104245,30,1426.362
2.713398,10,1426.382993
3.961183,14,1426.407001
3.99973,22,1426.452635
4.24526,24,1426.501621
4.064572,21,1426.541308
3.979679,24,1426.585541
3.261637,30,1426.645131
4.054815,15,1426.671254
4.225658,16,1426.70206
3.398437,30,1426.759548
3.27594,30,1426.818763
3.350687,30,1426.876834
2.792659,18,1426.909888
3.660418,14,1426.936614
3.36505,30,1426.993784
4.110866,29,1427.049043
3.165566,30,1427.106792
3.147429,30,1427.162987
3.23864,30,1427.222406
3.390303,30,1427.279666
3.240644,30,1427.333589
3.206667,30,1427.391276
4.080003,14,1427.420157
4.080145,22,1427.463216
3.389262,30,1427.523285
4.205988,28,1427.619258
2.877325,12,1427.652287
3.571219,12,1427.675767
3.193192,30,1427.738031
3.316643,30,1427.797264
3.331453,30,1427.861182
2.512265,29,1427.916183
4.294069,22,1427.956007
3.14936,30,1428.013196
3.21419,30,1428.072829
3.417613,30,1428.129871
1.616142,30,1428.184469
4.145483,30,1428.241497
1.393916,30,1428.296103
3.080285,12,1428.319637
3.893445,18,1428.354208
4.205204,23,1428.39748
3.444719,14,1428.424128
3.356592,30,1428.48023
3.391432,30,1428.535367
3.206351,30,1428.591784
3.286308,30,1428.650783
4.346312,15,1428.679583
3.26979,30,1428.733703
4.29608,23,1428.777065
1.412815,30,1428.8394
3.785946,27,1428.89151
3.191029,30,1428.952564
2.382244,30,1429.008434
3.240929,30,1429.072957
3.707203,26,1429.122371
2.74225,30,1429.182316
3.273967,30,1429.240067
4.223544,23,1429.29133
3.97648,28,1429.344163
2.394162,19,1429.379205
3.262911,30,1429.431493
4.261222,26,1429.483595
2.141179,30,1429.538162
3.825305,29,1429.591603
3.383162,30,1429.646954
3.340184,30,1429.708852
4.17934,30,1429.767282
1.391063,30,1429.825347
3.024994,30,1429.878228
3.390954,30,1429.938765
3.372578,30,1429.994902
4.390297,18,1430.028899
2.837596,30,1430.084011
2.082761,30,1430.144333
3.204202,30,1430.197696
3.099012,30,1430.263718
1.179715,30,1430.326251
3.984294,18,1430.363914
3.312426,30,1430.421427
3.247464,30,1430.479377
3.051608,30,1430.536141
3.853104,26,1430.588776
3.899933,27,1430.636583
3.300388,30,1430.692816
2.369268,21,1430.729235
3.040483,30,1430.791571
3.833134,28,1430.843578
3.852209,30,1430.899401
3.174999,30,1430.954932
4.188714,19,1430.990392
2.974965,30,1431.047855
2.626997,30,1431.102289
3.390795,30,1431.159422
2.746775,30,1431.215653
2.042923,18,1431.250678
2.5205,19,1431.285359
4.510383,18,1431.317904
2.105599,29,1431.373165
1.372192,30,1431.430327
3.121668,30,1431.486023
2.627021,30,1431.541765
3.961751,21,1431.582659
3.265747,30,1431.638916
3.104405,12,1431.661081
4.119072,13,1431.682814
4.096907,19,1431.722095
2.836754,14,1431.748976
3.385498,30,1431.806131
4.458781,23,1431.847483
3.275634,30,1431.910027
4.142363,30,1431.963962
3.355311,30,1432.021062
3.355333,30,1432.076702
3.276359,30,1432.140395
4.217692,13,1432.16244
3.222289,30,1432.220933
3.182503,30,1432.274206
3.271088,30,1432.335171
0.192271,29,1432.386913
3.384225,30,1432.442096
3.133113,30,1432.501012
2.994909,24,1432.549134
3.881397,18,1432.581551
3.137753,24,1432.624357
3.301312,30,1432.68106
3.206423,30,1432.740405
4.356738,20,1432.778638
3.186517,30,1432.837035
3.292761,30,1432.891266
1.361631,30,1432.953296
3.997256,22,1432.991562
3.035804,17,1433.025799
3.416561,30,1433.080774
3.056491,30,1433.143627
4.023796,14,1433.168565
3.633736,18,1433.201279
2.879855,30,1433.257731
0.699641,15,1433.287659
3.387246,30,1433.344734
3.003179,30,1433.399805
3.351024,30,1433.455559
3.310378,30,1433.514965
3.397689,30,1433.569827
4.293646,20,1433.605379
3.067779,30,1433.661916
3.563455,27,1433.715209
3.887232,24,1433.759347
3.087873,30,1433.814749
3.056092,30,1433.871647
3.278414,30,1433.926506
3.32941,30,1433.984495
3.252549,30,1434.03892
3.281326,30,1434.095213
3.23779,30,1434.153606
2.808848,11,1434.175456
4.167076,24,1434.219455
3.358067,30,1434.273098
4.393715,18,1434.308804
0.09813,20,1434.344972
3.459659,30,1434.398185
3.968455,30,1434.454739
3.336623,30,1434.512771
3.067595,30,1434.569656
3.309949,30,1434.624814
3.387395,30,1434.680249
3.291469,30,1434.739043
-0.90725,30,1434.796545
2.909152,12,1434.819983
-0.094604,30,1434.873866
3.452491,30,1434.955104
2.970959,30,1435.01291
4.268708,14,1435.039506
3.36327,30,1435.094881
2.868076,27,1435.149396
1.390481,30,1435.207498
2.162985,30,1435.26858
3.067538,15,1435.300975
4.270615,25,1435.349166
4.189147,19,1435.385311
3.217669,30,1435.438288
1.695537,10,1435.458899
3.300353,30,1435.51763
3.321404,30,1435.57275
4.130271,18,1435.603519
3.253954,30,1435.660226
3.17126,30,1435.715563
3.182286,30,1435.771958
3.443213,30,1435.826225
4.22621,19,1435.863019
3.198449,30,1435.919474
3.376901,30,1435.972309
2.732457,10,1435.991737
3.46102,30,1436.045036
3.157919,30,1436.104748
3.287234,30,1436.158788
2.912395,11,1436.180115
4.324978,24,1436.22392
3.300133,30,1436.280507
3.251627,30,1436.339313
3.115622,30,1436.394695
3.068103,30,1436.451167
4.313483,18,1436.485271
4.171978,24,1436.533011
4.232868,19,1436.568247
3.303499,30,1436.624266
3.015152,12,1436.647511
4.35648,22,1436.687343
3.387234,30,1436.744813
3.431751,30,1436.800236
2.805941,30,1436.859684
4.383681,18,1436.891777
4.336034,21,1436.927649
2.86321,30,1436.984472
1.299564,30,1437.037501
2.863234,30,1437.093442
4.16261,28,1437.145248
4.190898,28,1437.196363
2.889194,30,1437.250798
3.320531,30,1437.309194
